Country,PDOid,PDOnam,Registration,WineNam,Color,Category,Main_var,Second_var,Max_yield_hl,Max_yield_kg,Min_density,Info
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Pignolo Riserva,Red,Wine,Pignolo N,Ancellotta N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cjanorie N; Cordenossa N; Forgiarin N; Franconia N; Gamay N; Julius N; Lambrusco Maestri N; Malbech N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Piculit-Neri N; Pinot Nero N; Rebo N; Refosco Dal Peduncolo Rosso N; Refosco Nostrano N; Schioppettino N; Tazzelenghe N; Terrano N,na,11000,3000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Pinot Nero,Red,Wine,Pinot Nero N,Ancellotta N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cjanorie N; Cordenossa N; Forgiarin N; Franconia N; Gamay N; Julius N; Lambrusco Maestri N; Malbech N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Piculit-Neri N; Pignolo N; Rebo N; Refosco Dal Peduncolo Rosso N; Refosco Nostrano N; Schioppettino N; Tazzelenghe N; Terrano N,na,11000,3000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Pinot Nero Riserva,Red,Wine,Pinot Nero N,Ancellotta N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cjanorie N; Cordenossa N; Forgiarin N; Franconia N; Gamay N; Julius N; Lambrusco Maestri N; Malbech N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Piculit-Neri N; Pignolo N; Rebo N; Refosco Dal Peduncolo Rosso N; Refosco Nostrano N; Schioppettino N; Tazzelenghe N; Terrano N,na,11000,3000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Refosco dal Peduncolo Rosso,Red,Wine,Refosco Dal Peduncolo Rosso N,Ancellotta N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cjanorie N; Cordenossa N; Forgiarin N; Franconia N; Gamay N; Julius N; Lambrusco Maestri N; Malbech N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Piculit-Neri N; Pignolo N; Pinot Nero N; Rebo N; Refosco Nostrano N; Schioppettino N; Tazzelenghe N; Terrano N,na,11000,3000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Refosco dal Peduncolo Rosso Riserva,Red,Wine,Refosco Dal Peduncolo Rosso N,Ancellotta N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cjanorie N; Cordenossa N; Forgiarin N; Franconia N; Gamay N; Julius N; Lambrusco Maestri N; Malbech N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Piculit-Neri N; Pignolo N; Pinot Nero N; Rebo N; Refosco Nostrano N; Schioppettino N; Tazzelenghe N; Terrano N,na,11000,3000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Refosco,Red,Wine,Refosco Nostrano N,Ancellotta N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cjanorie N; Cordenossa N; Forgiarin N; Franconia N; Gamay N; Julius N; Lambrusco Maestri N; Malbech N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Piculit-Neri N; Pignolo N; Pinot Nero N; Rebo N; Refosco Dal Peduncolo Rosso N; Schioppettino N; Tazzelenghe N; Terrano N,na,11000,3000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Refosco Riserva,Red,Wine,Refosco Nostrano N,Ancellotta N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cjanorie N; Cordenossa N; Forgiarin N; Franconia N; Gamay N; Julius N; Lambrusco Maestri N; Malbech N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Piculit-Neri N; Pignolo N; Pinot Nero N; Rebo N; Refosco Dal Peduncolo Rosso N; Schioppettino N; Tazzelenghe N; Terrano N,na,11000,3000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Schioppettino,Red,Wine,Schioppettino N,Ancellotta N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cjanorie N; Cordenossa N; Forgiarin N; Franconia N; Gamay N; Julius N; Lambrusco Maestri N; Malbech N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Piculit-Neri N; Pignolo N; Pinot Nero N; Rebo N; Refosco Dal Peduncolo Rosso N; Refosco Nostrano N; Tazzelenghe N; Terrano N,na,11000,3000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Schioppettino Riserva,Red,Wine,Schioppettino N,Ancellotta N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cjanorie N; Cordenossa N; Forgiarin N; Franconia N; Gamay N; Julius N; Lambrusco Maestri N; Malbech N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Piculit-Neri N; Pignolo N; Pinot Nero N; Rebo N; Refosco Dal Peduncolo Rosso N; Refosco Nostrano N; Tazzelenghe N; Terrano N,na,11000,3000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Tazzelenghe,Red,Wine,Tazzelenghe N,Ancellotta N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cjanorie N; Cordenossa N; Forgiarin N; Franconia N; Gamay N; Julius N; Lambrusco Maestri N; Malbech N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Piculit-Neri N; Pignolo N; Pinot Nero N; Rebo N; Refosco Dal Peduncolo Rosso N; Refosco Nostrano N; Schioppettino N; Terrano N,na,11000,3000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Tazzelenghe Riserva,Red,Wine,Tazzelenghe N,Ancellotta N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cjanorie N; Cordenossa N; Forgiarin N; Franconia N; Gamay N; Julius N; Lambrusco Maestri N; Malbech N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Piculit-Neri N; Pignolo N; Pinot Nero N; Rebo N; Refosco Dal Peduncolo Rosso N; Refosco Nostrano N; Schioppettino N; Terrano N,na,11000,3000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Rosso,Red,Wine,Cabernet Franc N; Cabernet Sauvignon N; Carmenere N; Merlot N; Pignolo N; Pinot Nero N; Refosco Dal Peduncolo Rosso N; Refosco Nostrano N; Schioppettino N; Tazzelenghe N,Ancellotta N; Cabernet Eidos N; Cabernet Volos N; Cjanorie N; Cordenossa N; Forgiarin N; Franconia N; Gamay N; Julius N; Lambrusco Maestri N; Malbech N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Petit Verdot N; Piculit-Neri N; Rebo N; Terrano N,na,11000,3000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Rosso Riserva,Red,Wine,Cabernet Franc N; Cabernet Sauvignon N; Carmenere N; Merlot N; Pignolo N; Pinot Nero N; Refosco Dal Peduncolo Rosso N; Refosco Nostrano N; Schioppettino N; Tazzelenghe N,Ancellotta N; Cabernet Eidos N; Cabernet Volos N; Cjanorie N; Cordenossa N; Forgiarin N; Franconia N; Gamay N; Julius N; Lambrusco Maestri N; Malbech N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Petit Verdot N; Piculit-Neri N; Rebo N; Terrano N,na,11000,3000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Bianco Dolce,White,Wine,Chardonnay B; Malvasia Istriana B; Picolit B; Pinot Bianco B; Ribolla Gialla B; Riesling B; Sauvignon B; Verduzzo Friulano B,Cividin B; Fleurtai B; Glera B; Malvasia Di Candia Aromatica B; Manzoni Bianco B; Moscato Giallo B; Mueller Thurgau B; Palava B; Ribuele B; Riesling Italico B; Riesling Renano B; Sauvignon Kretos B; Sauvignon Nepis B; Sauvignon Rytos B; Sciaglin B; Soreli B; Sylvaner Verde B; Tocai Friulano B; Ucelut B; Viognier B,na,11000,3000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Bianco Dolce Riserva,White,Wine,Chardonnay B; Malvasia Istriana B; Picolit B; Pinot Bianco B; Ribolla Gialla B; Riesling B; Sauvignon B; Verduzzo Friulano B,Cividin B; Fleurtai B; Glera B; Malvasia Di Candia Aromatica B; Manzoni Bianco B; Moscato Giallo B; Mueller Thurgau B; Palava B; Ribuele B; Riesling Italico B; Riesling Renano B; Sauvignon Kretos B; Sauvignon Nepis B; Sauvignon Rytos B; Sciaglin B; Soreli B; Sylvaner Verde B; Tocai Friulano B; Ucelut B; Viognier B,na,11000,3000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Cialla Robolla Gialla,White,Wine,Ribolla Gialla B,na,56,8000,na,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Cialla Robolla Gialla Riserva,White,Wine,Ribolla Gialla B,na,56,8000,na,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Cialla Verduzzo Friulano,White,Wine,Verduzzo Friulano B,na,56,8000,na,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Cialla Verduzzo Friulano Riserva,White,Wine,Verduzzo Friulano B,na,56,8000,na,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Cialla Refosco dal Peduncolo Rosso,Red,Wine,Refosco Dal Peduncolo Rosso N,na,42,6000,na,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Cialla Refosco dal Peduncolo Rosso Riserva,Red,Wine,Refosco Dal Peduncolo Rosso N,na,42,6000,na,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Cialla Schioppettino,Red,Wine,Schioppettino N,na,42,6000,na,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Cialla Schioppettino Riserva,Red,Wine,Schioppettino N,na,42,6000,na,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Cialla Bianco,White,Wine,Chardonnay B; Malvasia Istriana B; Picolit B; Pinot Bianco B; Ribolla Gialla B; Riesling B; Sauvignon B; Verduzzo Friulano B,na,56,8000,na,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Cialla Bianco Riserva,White,Wine,Chardonnay B; Malvasia Istriana B; Picolit B; Pinot Bianco B; Ribolla Gialla B; Riesling B; Sauvignon B; Verduzzo Friulano B,na,56,8000,na,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Cialla Rosso,Red,Wine,Cabernet Franc N; Cabernet Sauvignon N; Carmenere N; Merlot N; Pignolo N; Pinot Nero N; Refosco Dal Peduncolo Rosso N; Refosco Nostrano N; Schioppettino N; Tazzelenghe N,na,42,6000,na,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Cialla Rosso Riserva,Red,Wine,Cabernet Franc N; Cabernet Sauvignon N; Carmenere N; Merlot N; Pignolo N; Pinot Nero N; Refosco Dal Peduncolo Rosso N; Refosco Nostrano N; Schioppettino N; Tazzelenghe N,na,42,6000,na,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Robolla Gialla di Rosazzo,White,Wine,Ribolla Gialla B,Cividin B; Fleurtai B; Glera B; Malvasia Di Candia Aromatica B; Malvasia Istriana B; Manzoni Bianco B; Moscato Giallo B; Mueller Thurgau B; Palava B; Picolit B; Pinot Bianco B; Ribuele B; Riesling Italico B; Riesling Renano B; Sauvignon B; Sauvignon Kretos B; Sauvignon Nepis B; Sauvignon Rytos B; Sciaglin B; Soreli B; Sylvaner Verde B; Tocai Friulano B; Ucelut B; Verduzzo Friulano B; Viognier B,56,8000,3500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Pignolo di Rosazzo,Red,Wine,Pignolo N,Ancellotta N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cjanorie N; Cordenossa N; Forgiarin N; Franconia N; Gamay N; Julius N; Lambrusco Maestri N; Malbech N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Piculit-Neri N; Pinot Nero N; Rebo N; Refosco Dal Peduncolo Rosso N; Refosco Nostrano N; Schioppettino N; Tazzelenghe N; Terrano N,56,8000,3500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Schioppettino di Preopotto,Red,Wine,Schioppettino N,Ancellotta N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cjanorie N; Cordenossa N; Forgiarin N; Franconia N; Gamay N; Julius N; Lambrusco Maestri N; Malbech N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Piculit-Neri N; Pignolo N; Pinot Nero N; Rebo N; Refosco Dal Peduncolo Rosso N; Refosco Nostrano N; Tazzelenghe N; Terrano N,49,7000,4500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Schioppettino di Preopotto Riserva,Red,Wine,Schioppettino N,Ancellotta N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cjanorie N; Cordenossa N; Forgiarin N; Franconia N; Gamay N; Julius N; Lambrusco Maestri N; Malbech N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Piculit-Neri N; Pignolo N; Pinot Nero N; Rebo N; Refosco Dal Peduncolo Rosso N; Refosco Nostrano N; Tazzelenghe N; Terrano N,49,7000,4500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Refosco di Faedis,Red,Wine,Refosco Nostrano N,Ancellotta N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cjanorie N; Cordenossa N; Forgiarin N; Franconia N; Gamay N; Julius N; Lambrusco Maestri N; Malbech N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Piculit-Neri N; Pignolo N; Pinot Nero N; Rebo N; Refosco Dal Peduncolo Rosso N; Schioppettino N; Tazzelenghe N; Terrano N,56,8000,4000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Refosco di Faedis Riserva,Red,Wine,Refosco Nostrano N,Ancellotta N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cjanorie N; Cordenossa N; Forgiarin N; Franconia N; Gamay N; Julius N; Lambrusco Maestri N; Malbech N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Piculit-Neri N; Pignolo N; Pinot Nero N; Rebo N; Refosco Dal Peduncolo Rosso N; Schioppettino N; Tazzelenghe N; Terrano N,56,8000,4000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0953,Friuli Colli Orientali,9/18/1973 0:00,Friuli Colli Orientali Pinot Grigio Riserva,White,Wine,Pinot Grigio G,Cividin B; Fleurtai B; Glera B; Malvasia Di Candia Aromatica B; Malvasia Istriana B; Manzoni Bianco B; Moscato Giallo B; Mueller Thurgau B; Palava B; Picolit B; Pinot Bianco B; Ribuele B; Riesling Italico B; Riesling Renano B; Sauvignon B; Sauvignon Kretos B; Sauvignon Nepis B; Sauvignon Rytos B; Sciaglin B; Soreli B; Sylvaner Verde B; Tocai Friulano B; Ucelut B; Verduzzo Friulano B; Viognier B,na,11000,3000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006461
IT,PDO-IT-A0954,Friuli Grave,11/15/1996 0:00,Friuli Grave Cabernet,Red,Wine,Cabernet Franc N; Cabernet Sauvignon N; Carmenère N,na,91,13000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006426
IT,PDO-IT-A0954,Friuli Grave,11/15/1996 0:00,Friuli Grave Cabernet Superiore,Red,Wine,Cabernet Franc N; Cabernet Sauvignon N; Carmenère N,na,91,13000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006426
IT,PDO-IT-A0954,Friuli Grave,11/15/1996 0:00,Friuli Grave Cabernet Franc,Red,Wine,Cabernet Franc N,Cabernet Sauvignon N; Carmenère N; Merlot N; Pinot Nero N; Refosco Dal Peduncolo Rosso N,91,13000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006426
IT,PDO-IT-A0954,Friuli Grave,11/15/1996 0:00,Friuli Grave Cabernet Franc Superiore,Red,Wine,Cabernet Franc N,Cabernet Sauvignon N; Carmenère N; Merlot N; Pinot Nero N; Refosco Dal Peduncolo Rosso N,91,13000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006426
IT,PDO-IT-A0954,Friuli Grave,11/15/1996 0:00,Friuli Grave Cabernet Sauvignon,Red,Wine,Cabernet Sauvignon N,Cabernet Franc N; Carmenère N; Merlot N; Pinot Nero N; Refosco Dal Peduncolo Rosso N,91,13000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006426
IT,PDO-IT-A0954,Friuli Grave,11/15/1996 0:00,Friuli Grave Cabernet Sauvignon Superiore,Red,Wine,Cabernet Sauvignon N,Cabernet Franc N; Carmenère N; Merlot N; Pinot Nero N; Refosco Dal Peduncolo Rosso N,91,13000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006426
IT,PDO-IT-A0954,Friuli Grave,11/15/1996 0:00,Friuli Grave Pinot Nero,Red,Wine,Pinot Nero N,Cabernet Franc N; Cabernet Sauvignon N; Carmenère N; Merlot N; Refosco Dal Peduncolo Rosso N,91,13000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006426
IT,PDO-IT-A0954,Friuli Grave,11/15/1996 0:00,Friuli Grave Pinot Nero Superiore,Red,Wine,Pinot Nero N,Cabernet Franc N; Cabernet Sauvignon N; Carmenère N; Merlot N; Refosco Dal Peduncolo Rosso N,91,13000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006426
IT,PDO-IT-A0954,Friuli Grave,11/15/1996 0:00,Friuli Grave Pinot Nero Spumante,Red,Sparkling Wine,Pinot Nero N,Cabernet Franc N; Cabernet Sauvignon N; Carmenère N; Merlot N; Refosco Dal Peduncolo Rosso N,91,13000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006426
IT,PDO-IT-A0954,Friuli Grave,11/15/1996 0:00,Friuli Grave Refosco dal Peduncolo Rosso,Red,Wine,Refosco Dal Peduncolo Rosso N,Cabernet Franc N; Cabernet Sauvignon N; Carmenère N; Merlot N; Pinot Nero N,91,13000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006426
IT,PDO-IT-A0954,Friuli Grave,11/15/1996 0:00,Friuli Grave Refosco dal Peduncolo Rosso Superiore,Red,Wine,Refosco Dal Peduncolo Rosso N,Cabernet Franc N; Cabernet Sauvignon N; Carmenère N; Merlot N; Pinot Nero N,91,13000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006426
IT,PDO-IT-A0954,Friuli Grave,11/15/1996 0:00,Friuli Grave Pinot Nero Spumante,Red,Quality Sparkling Wine,Pinot Nero N,Cabernet Franc N; Cabernet Sauvignon N; Carmenère N; Merlot N; Refosco Dal Peduncolo Rosso N,91,13000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006426
IT,PDO-IT-A0954,Friuli Grave,11/15/1996 0:00,Friuli Grave Spumante,White,Sparkling Wine,Chardonnay B; Pinot Bianco B; Pinot Nero N,na,91,13000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006426
IT,PDO-IT-A0954,Friuli Grave,11/15/1996 0:00,Friuli Grave Bianco,White,Wine,Chardonnay B; Friulano B; Pinot Bianco B; Pinot Grigio G; Riesling Renano B; Sauvignon B; Tocai Friulano B; Verduzzo Friulano B,na,91,13000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006426
IT,PDO-IT-A0954,Friuli Grave,11/15/1996 0:00,Friuli Grave Bianco Superiore,White,Wine,Chardonnay B; Friulano B; Pinot Bianco B; Pinot Grigio G; Riesling Renano B; Sauvignon B; Tocai Friulano B; Verduzzo Friulano B,na,91,13000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006426
IT,PDO-IT-A0954,Friuli Grave,11/15/1996 0:00,Friuli Grave Novello,Red,Wine,Cabernet Franc N; Cabernet Sauvignon N; Carmenère N; Merlot N; Pinot Nero N; Refosco Dal Peduncolo Rosso N,na,91,13000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006426
IT,PDO-IT-A0954,Friuli Grave,11/15/1996 0:00,Friuli Grave Pinot Grigio,White,Wine,Pinot Grigio G,Chardonnay B; Friulano B; Pinot Bianco B; Riesling Renano B; Sauvignon B; Tocai Friulano B; Traminer Aromatico Rs; Verduzzo Friulano B,91,13000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006426
